agency_name,agency_type,sworn_active_persnl,hq_addr1,hq_addr2,hq_city,hq_state,hq_zip,addr1,addr2,po_box,city,state,county,zip,hq_ph,hq_fax,org_type,website,fips
Conover Police Department,Local police department,24, , , , , ,Po Box 549, , ,Conover,NC,Catawba,28613, , , , ,37035
Texas Department of Insurance,Special jurisdiction,24, , , , , ,P. O. Box 149336 Mail Code 109-3A, , ,Austin,TX,Travis,78714, , , , ,48453
Polk County Sheriff's Office,Sheriff's office,24, , , , , ,Po Box 69, , ,Columbus,NC,Polk,28722, , , , ,37149
Clinton Police Department,Local police department,24, , , , , ,322 East Michigan Ave, , ,Clinton,TN,Anderson,37716, , , , ,47001
Lincoln County Sheriff's Office,Sheriff's office,24, , , , , ,4151 Thornton Taylor Pkwy, , ,Fayetteville,TN,Lincoln,37334, , , , ,47103
Deridder Police Department,Local police department,24, , , , , ,200 South Jefferson, , ,Deridder,LA,Beauregard,70634, , , , ,22011
Overton County Sheriff's Office,Sheriff's office,24, , , , , ,1010 John T Poindexter Dr, , ,Livingston,TN,Overton,38570, , , , ,47133
Azle Police Department,Local police department,24, , , , , ,613  S. E.  Parkway, , ,Azle,TX,Tarrant,76020, , , , ,48439
Donna Police Department,Local police department,24, , , , , ,207 S. 10Th St., , ,Donna,TX,Hidalgo,78537, , , , ,48215
Macon County Sheriff's Office,Sheriff's office,24, , , , , ,1820 Lakeside Dr, , ,Lafayette,TN,Macon,37083, , , , ,47111
Oak Island Police Department,Local police department,24, , , , , ,4621 East Oak Island Drive, , ,Oak Island,NC,Brunswick,28465, , , , ,37019
Panola County Sheriff's Office,Sheriff's office,24, , , , , ,314 W Wellington St, , ,Carthage,TX,Panola,75633, , , , ,48365
Avery County Sheriff's Office,Sheriff's office,24, , , , , ,Po Box 426, , ,Newland,NC,Avery,28657, , , , ,37011
Archdale Police Department,Local police department,24, , , , , ,305 Balfour Drive, , ,Archdale,NC,Randolph,27263, , , , ,37151
Rio Grande Police Department,Local police department,24, , , , , ,P.O. Box 343, , ,Rio Grande,TX,Starr,78582, , , , ,48427
Marion Police Department,Local police department,24, , , , , ,P.O. Box 158, , ,Marion,SC,Marion,29571, , , , ,45067
Lake Worth Police Department,Local police department,24, , , , , ,3805 Adam Grubb, , ,Lake Worth,TX,Tarrant,76135, , , , ,48439
Jennings Police Department,Local police department,24, , , , , ,Post Office Box 209, , ,Jennings,LA,Jefferson Davis,70546, , , , ,22053
Greene County Sheriff's Office,Sheriff's office,24, , , , , ,400 Morrow Ave,PO Box 109, ,Snow Hill,NC,Greene,28580, , , , ,37079
Athens Police Department,Local police department,24, , , , , ,951 E Hobbs Street, , ,Athens,TX,Henderson,75751, , , , ,48213
Obion County Sheriff's Office,Sheriff's office,24, , , , , ,1 Law Ln, , ,Union City,TN,Obion,38261, , , , ,47131
Humble I.S.D. Police Dept.,Special jurisdiction,24, , , , , ,341 Charles Street, , ,Humble,TX,Harris,77338, , , , ,48201
Grimes County Sheriff's Office,Sheriff's office,24, , , , , ,382 Fm 149 Rd W, , ,Anderson,TX,Grimes,77830, , , , ,48185
Eagle Pass I.S.D. Police Dept.,Special jurisdiction,24, , , , , ,1420 Eidson Rd., , ,Eagle Pass,TX,Maverick,78853, , , , ,48323
Lenoir City Police Department,Local police department,23, , , , , ,260 S. Grand Street, , ,Lenoir City,TN,Loudon,37771, , , , ,47105
Marshall County Sheriff's Office,Sheriff's office,23, , , , , ,209 1St Ave N, , ,Lewisburg,TN,Marshall,37091, , , , ,47117
Lockhart Police Department,Local police department,23, , , , , ,214 Bufkin Ln., , ,Lockhart,TX,Caldwell,78644, , , , ,48055
Winn Parish Sheriff's Office,Sheriff's office,23, , , , , ,Po Box 950, , ,Winnfield,LA,Winn,71483, , , , ,22127
Broussard Police Department,Local police department,23, , , , , ,414 East Main St., , ,Broussard,LA,Lafayette,70518, , , , ,22055
Carencro Police Department,Local police department,23, , , , , ,110 Centennial Dr, , ,Carencro,LA,Lafayette,70520, , , , ,22055
Graham County Sheriff's Office,Sheriff's office,23, , , , , ,Suite 8,410 N. Pomeroy Ave, ,Safford,AZ,Graham,85546, , , , ,4009
Hutto Police Department,Local police department,23, , , , , ,401 W Front St, , ,Hutto,TX,Williamson,78634, , , , ,48491
Fayetteville Police Department,Local police department,23, , , , , ,308 West Market Street, , ,Fayetteville,TN,Lincoln,37334, , , , ,47103
Aransas Pass Police Department,Local police department,23, , , , , ,600 Cleveland Blvd, , ,Aransas Pass,TX,San Patricio,78336, , , , ,48409
Van Zandt County Sheriff's Office,Sheriff's office,23, , , , , ,1220 W Dallas St, , ,Canton,TX,Van Zandt,75103, , , , ,48467
Selma Police Department,Local police department,23, , , , , ,201 N. Webb Street, , ,Selma,NC,Johnston,27576, , , , ,37101
Wadesboro Police Department,Local police department,23, , , , , ,Po Box 697, , ,Wadesboro,NC,Anson,28170, , , , ,37007
Beeville Police Department,Local police department,23, , , , , ,402 N. Washington, , ,Beeville,TX,Bee,78102, , , , ,48025
Ashe County Sheriff's Office,Sheriff's office,23, , , , , ,225 Court St,PO Box 395, ,Jefferson,NC,Ashe,28640, , , , ,37009
Robstown Police Department,Local police department,23, , , , , ,P. O. Box 626,430 E. MAIN ST., ,Robstown,TX,Nueces,78380, , , , ,48355
Wharton Police Department,Local police department,23, , , , , ,1407 N. Richman Rd., , ,Wharton,TX,Wharton,77488, , , , ,48481
Leon Valley Police Department,Local police department,23, , , , , ,6400 El Verde Rd., , ,San Antonio,TX,Bexar,78238, , , , ,48029
Shenandoah Police Department,Local police department,23, , , , , ,411 2Nd Street, , ,Shenandoah,TX,Montgomery,77381, , , , ,48339
Jersey Village Police Department,Local police department,23, , , , , ,16401 Lakeview Dr, , ,Houston,TX,Harris,77040, , , , ,48201
Fountain Inn Police Department,Local police department,23, , , , , ,300 North Main Street, , ,Fountain Inn,SC,Greenville,29644, , , , ,45045
Brevard Police Department,Local police department,23, , , , , ,95 West Main Street, , ,Brevard,NC,Transylvania,28712, , , , ,37175
Portland Police Department,Local police department,23, , , , , ,773 E Grand River Ave, , ,Portland,TX,San Patricio,78374, , , , ,48409
Nashville Metro Parks Ranger Office,Special jurisdiction,23, , , , , ,Centennial Park Main Office, , ,Nashville,TN,Davidson,37201, , , , ,47037
Coastal Carolina University Police Dept,Special jurisdiction,23, , , , , ,Po Box 261954, , ,Conway,SC,Horry,29528, , , , ,45051
Kent County Sheriff's Office,Sheriff's office,23, , , , , ,P. O. Box 7,101 N. Main St., ,Chestertown,MD,Kent,21620, , , , ,24029
Fort Mohave Tribal Police Department,Local police department,23, , , , , ,8494 Highway 95, , ,Mohave Valley,AZ,Mohave,86440, , , , ,4015
Wrightsville Beach Police Department,Local police department,23, , , , , ,Po Box 452, , ,Wrightsville Bch,NC,New Hanover,28480, , , , ,37129
Stephen F. Austin State University Police,Special jurisdiction,23, , , , , ,P.O. Box 13062,232 East College St, ,Nacogdoches,TX,Nacogdoches,75962, , , , ,48347
Globe Police Department,Local police department,23, , , , , ,175 North Pine Street, , ,Globe,AZ,Gila,85501, , , , ,4007
Camp Verde Marshal's Office,Local police department,22, , , , , ,646 S. First Street, , ,Camp Verde,AZ,Yavapai,86322, , , , ,4025
St. Helena Parish Sheriff's Office,Sheriff's office,22, , , , , ,Po Box 1205, , ,Greensburg,LA,St. Helena,70441, , , , ,22091
"Maryland Alcohol, Tobacco & Tax Investigators",Special jurisdiction,22, , , , , ,P.O. Box 1751, , ,Annapolis,MD,Anne Arundel,21411, , , , ,24003
Sweetwater Police Department,Local police department,22, , , , , ,P.O. Box 267, , ,Sweetwater,TX,Nolan,79556, , , , ,48353
Rockport Police Department,Local police department,22, , , , , ,714 East Concho, , ,Rockport,TX,Aransas,78382, , , , ,48007
Aransas County Sheriff's Office,Sheriff's office,22, , , , , ,301 N Live Oak St, , ,Rockport,TX,Aransas,78382, , , , ,48007
Knightdale Police Department,Local police department,22, , , , , ,979 Steeple Square Ct., , ,Knightdale,NC,Wake,27545, , , , ,37183
Roma Police Department,Local police department,22, , , , , ,P. O. Box 947, , ,Roma,TX,Starr,78584, , , , ,48427
Cooke County Sheriff's Office,Sheriff's office,22, , , , , ,300 CR 451, , ,Gainesville,TX,Cooke,76240, , , , ,48097
New Roads Police Department,Local police department,22, , , , , ,Po Box 280, , ,New Rds,LA,Pointe Coupee,70760, , , , ,22077
Borger Police Department,Local police department,22, , , , , ,P. O. Box 5250, , ,Borger,TX,Hutchinson,79007, , , , ,48233
Hewitt Police Department,Local police department,22, , , , , ,P. O. Box 610, , ,Hewitt,TX,McLennan,76643, , , , ,48309
Leon County Sheriff's Office,Sheriff's office,22, , , , , ,Po Box 278,606 E St Mary's St, ,Centerville,TX,Leon,75833, , , , ,48289
Vidor Police Department,Local police department,22, , , , , ,695 East Railroad, , ,Vidor,TX,Orange,77662, , , , ,48361
Spring Lake Police Department,Local police department,22, , , , , ,Po Box 617, , ,Spring Lake,NC,Cumberland,28390, , , , ,37051
Marion Police Department,Local police department,22, , , , , ,P.O. Box 158, , ,Marion,NC,McDowell,28752, , , , ,37111
Bertie County Sheriff's Office,Sheriff's office,22, , , , , ,Po Box 157, , ,Windsor,NC,Bertie,27983, , , , ,37015
Coryell County Sheriff's Office,Sheriff's office,22, , , , , ,510 E Leon St, , ,Gatesville,TX,Coryell,76528, , , , ,48099
Calhoun County Sheriff's Office,Sheriff's office,22, , , , , ,Po Box 340, , ,Saint Matthews,SC,Calhoun,29135, , , , ,45017
Rayne Police Department,Local police department,22, , , , , ,Po Box 69, , ,Rayne,LA,Acadia,70578, , , , ,22001
Hereford Police Department,Local police department,22, , , , , ,212 N Lee St, , ,Hereford,TX,Deaf Smith,79045, , , , ,48117
Winchester Police,Local police department,22, , , , , ,401 2nd Ave S.W., , ,Winchester,TN,Franklin,37398, , , , ,47051
Walterboro Police Department,Local police department,22, , , , , ,Po Box 709, , ,Walterboro,SC,Colleton,29488, , , , ,45029
Irmo Police Department,Local police department,22, , , , , ,Po Box 406, , ,Irmo,SC,Lexington,29063, , , , ,45063
Hardeman County Sheriff's Office,Sheriff's office,22, , , , , ,315 E Market St,PO Box 72, ,Bolivar,TN,Hardeman,38008, , , , ,47069
Red Bank Police Department,Local police department,22, , , , , ,P.O. Box 15069, , ,Red Bank,TN,Hamilton,37415, , , , ,47065
Levelland Police Department,Local police department,22, , , , , ,1310 Ave H, , ,Levelland,TX,Hockley,79336, , , , ,48219
Scott Police Department,Local police department,22, , , , , ,Po Box 810, , ,Scott,LA,Lafayette,70583, , , , ,22055
Lafollette Police Department,Local police department,22, , , , , ,215 S. Tennessee Ave., , ,Lafollette,TN,Campbell,37766, , , , ,47013
Murphy Police Department,Local police department,22, , , , , ,206 North Murphy Road, , ,Murphy,TX,Collin,75094, , , , ,48085
Cheraw Police Department,Local police department,22, , , , , ,258 Second Street, , ,Cheraw,SC,Chesterfield,29520, , , , ,45025
Saluda County Sheriff's Office,Sheriff's office,22, , , , , ,100 Law Enforcement Dr, , ,Saluda,SC,Saluda,29138, , , , ,45081
Henderson County Sheriff's Office,Sheriff's office,22, , , , , ,Po Box 228, , ,Lexington,TN,Henderson,38351, , , , ,47077
Dumas Police Department,Local police department,22, , , , , ,124 E. 7Th St., , ,Dumas,TX,Moore,79029, , , , ,48341
Crowley Police Department,Local police department,22, , , , , ,Po Box 436, , ,Crowley,TX,Tarrant,76036, , , , ,48439
Hillsboro Police Department,Local police department,22, , , , , ,Po Box 125, , ,Hillsboro,TX,Hill,76645, , , , ,48217
Haywood County Sheriff's Office,Sheriff's office,22, , , , , ,1620 Brown Ave, , ,Brownsville,TN,Haywood,38012, , , , ,47075
Fort Bend County Constable Pct. 1,Constable/marshal,22, , , , , ,301 Jackson, , ,Richmond,TX,Fort Bend,77469, , , , ,48157
University of Maryland - Baltimore County Police,Special jurisdiction,22, , , , , ,1000 Hilltop Circle, , ,Baltimore,MD,Baltimore,21250, , , , ,24005
San Carlos Apache Tribal Police,Local police department,22, , , , , ,P. O. Box 157, , ,San Carlos,AZ,Gila,85550, , , , ,4007
Beaumont I.S.D. Police Dept.,Special jurisdiction,22, , , , , ,3395 Harrison Ave, , ,Beaumont,TX,Jefferson,77706, , , , ,48245
University of Texas at Dallas Police,Special jurisdiction,22, , , , , ,2601 N Floyd Bldg Pg #11,800 WEST CAMPBELL ROAD PG # 11, ,Richardson,TX,Collin,75080, , , , ,48085
Washington County Sheriff's Office,Sheriff's office,22, , , , , ,399 Broadway, , ,Plymouth,NC,Washington,27962, , , , ,37187
Stallings Police Department,Local police department,22, , , , , ,Po Box 4030, , ,Stallings,NC,Union,28106, , , , ,37179
Fort McDowell Tribal Police Department,Local police department,22, , , , , ,10755 N. Fort McDowell Road #3, , ,Fort Mcdowell,AZ,Maricopa,85264, , , , ,4013
Tucson Airport Authority Police Department,Special jurisdiction,22, , , , , ,7005 S. Plumer Avenue, , ,Tucson,AZ,Pima,85756, , , , ,4019
Graham Police Department,Local police department,22, , , , , ,216 S. Maple St.,PO Box 357, ,Graham,TX,Young,76450, , , , ,48503
Patterson Police Department,Local police department,21, , , , , ,Po Box 367, , ,Patterson,LA,St. Mary,70392, , , , ,22101
Surfside Beach Public Safety Department,Local police department,21, , , , , ,811 Pine Drive, , ,Surfside Beach,SC,Horry,29575, , , , ,45051
King Police Department,Local police department,21, , , , , ,Po Box 835, , ,King,NC,Stokes,27021, , , , ,37169
Bee County Sheriff's Office,Sheriff's office,21, , , , , ,1511 E Toledo St, , ,Beeville,TX,Bee,78102, , , , ,48025
Zebulon Police Department,Local police department,21, , , , , ,111 E. Vance Street, , ,Zebulon,NC,Wake,27597, , , , ,37183
Coushatta Tribal Police Department,Local police department,21, , , , , ,P.O. Box 818, , ,Elton,LA,Jefferson Davis,70532, , , , ,22053
Siler City Police Department,Local police department,21, , , , , ,Po Box 769, , ,Siler City,NC,Chatham,27344, , , , ,37037
Lauderdale County Sheriff's Office,Sheriff's office,21, , , , , ,675 Highway 51 S,PO Box 30, ,Ripley,TN,Lauderdale,38063, , , , ,47097
Bolivar Police Department,Local police department,21, , , , , ,211 West Jackson St., , ,Bolivar,TN,Hardeman,38008, , , , ,47069
West University Place Police Department,Local police department,21, , , , , ,3814 University Blvd., , ,Houston,TX,Harris,77005, , , , ,48201
North Wilkesboro Police Department,Local police department,21, , , , , ,Po Box 218, , ,North Wilkesboro,NC,Wilkes,28659, , , , ,37193
Ponchatoula Police Department,Local police department,21, , , , , ,110 W. Hickory, , ,Ponchatoula,LA,Tangipahoa,70454, , , , ,22105
Collegedale Police Department,Local police department,21, , , , , ,P.O. Box 1880, , ,Collegedale,TN,Hamilton,37315, , , , ,47065
Decatur Police Department,Local police department,21, , , , , ,114 N Phelps St, , ,Decatur,TX,Wise,76234, , , , ,48497
Hertford County Sheriff's Office,Sheriff's office,21, , , , , ,Po Box 176, , ,Winton,NC,Hertford,27986, , , , ,37091
Houston County Sheriff's Office,Sheriff's office,21, , , , , ,3330 State Hwy 149, , ,Crockett,TX,Houston,75835, , , , ,48225
Groves Police Department,Local police department,21, , , , , ,3947 Lincoln Ave, , ,Groves,TX,Jefferson,77619, , , , ,48245
San Jacinto County Sheriff's Office,Sheriff's office,21, , , , , ,75 W Cedar Ave, , ,Coldspring,TX,San Jacinto,77331, , , , ,48407
Lake City Police Department,Local police department,21, , , , , ,5455 Jonesboro Rd, , ,Lake City,SC,Florence,29560, , , , ,45041
Jasper Police Department,Local police department,21, , , , , ,208 West Hatley Street, , ,Jasper,TX,Jasper,75951, , , , ,48241
Nags Head Police Department,Local police department,21, , , , , ,Po Box 99, , ,Nags Head,NC,Dare,27959, , , , ,37055
Richland College Police Dept.,Special jurisdiction,21, , , , , ,12800 Abrams Rd., , ,Dallas,TX,Dallas,75243, , , , ,48113
Safford Police Department,Local police department,21, , , , , ,525 10Th Avenue, , ,Safford,AZ,Graham,85546, , , , ,4009
North Forest I.S.D. Police Dept.,Special jurisdiction,21, , , , , ,8600 LITTLEYORK ROAD, , ,Houston,TX,Harris,77078, , , , ,48201
East Tennessee State University Dept. of Public Safety,Special jurisdiction,21, , , , , ,P.O. Box 70646, , ,Johnson City,TN,Washington,37614, , , , ,47179
Titus County Sheriff's Office,Sheriff's office,21, , , , , ,304 S Van Buren Ave, , ,Mount Pleasant,TX,Titus,75455, , , , ,48449
Palo Pinto County Sheriff's Office,Sheriff's office,21, , , , , ,Po Box 279,420 Cedar St, ,Palo Pinto,TX,Palo Pinto,76484, , , , ,48363
Red Oak Police Department,Local police department,21, , , , , ,P. O. Box 180, , ,Red Oak,TX,Ellis,75154, , , , ,48139
Nederland Police Department,Local police department,21, , , , , ,1400 Boston Avenue, , ,Nederland,TX,Jefferson,77627, , , , ,48245
Mocksville Police Department,Local police department,21, , , , , ,278 N. Main St, , ,Mocksville,NC,Davie,27028, , , , ,37059
Laredo Community College Police Dept.,Special jurisdiction,21, , , , , ,West End Washington St., , ,Laredo,TX,Webb,78040, , , , ,48479
Unicoi County Sheriff's Office,Sheriff's office,21, , , , , ,102 N Main Ave, , ,Erwin,TN,Unicoi,37650, , , , ,47171
Fort Bend County Constable Pct. 4,Constable/marshal,21, , , , , ,"12919 Dairy Ashford, Suite 300", , ,Sugar Land,TX,Fort Bend,77478, , , , ,48157
Bexar County Constable Pct. 1,Constable/marshal,21, , , , , ,"218 S. Laredo Street, #102", , ,San Antonio,TX,Bexar,78207, , , , ,48029
Erath County Sheriff's Office,Sheriff's office,21, , , , , ,1043 Glen Rose Rd, , ,Stephenville,TX,Erath,76401, , , , ,48143
